Instrument,Duration Minutes,Term
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,44.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,190.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,84.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,64.0,Short Term (<1 Day)
XAU/USD,64.0,Short Term (<1 Day)
XAU/USD,62.0,Short Term (<1 Day)
XAU/USD,59.0,Short Term (<1 Day)
XAU/USD,59.0,Short Term (<1 Day)
XAU/USD,2.0,Short Term (<1 Day)
XAU/USD,2.0,Short Term (<1 Day)
XAU/USD,2.0,Short Term (<1 Day)
XAU/USD,15.0,Short Term (<1 Day)
XAU/USD,22.0,Short Term (<1 Day)
XAU/USD,22.0,Short Term (<1 Day)
XAU/USD,119.0,Short Term (<1 Day)
XAU/USD,119.0,Short Term (<1 Day)
XAU/USD,119.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,136.0,Short Term (<1 Day)
XAU/USD,136.0,Short Term (<1 Day)
XAU/USD,136.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,52.0,Short Term (<1 Day)
XAU/USD,52.0,Short Term (<1 Day)
XAU/USD,52.0,Short Term (<1 Day)
XAU/USD,52.0,Short Term (<1 Day)
XAU/USD,56.0,Short Term (<1 Day)
XAU/USD,56.0,Short Term (<1 Day)
XAU/USD,56.0,Short Term (<1 Day)
XAU/USD,56.0,Short Term (<1 Day)
XAU/USD,59.0,Short Term (<1 Day)
XAU/USD,59.0,Short Term (<1 Day)
XAU/USD,59.0,Short Term (<1 Day)
XAU/USD,59.0,Short Term (<1 Day)
XAU/USD,60.0,Short Term (<1 Day)
XAU/USD,39.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,23.0,Short Term (<1 Day)
XAU/USD,23.0,Short Term (<1 Day)
XAU/USD,23.0,Short Term (<1 Day)
XAU/USD,23.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,40.0,Short Term (<1 Day)
XAU/USD,40.0,Short Term (<1 Day)
XAU/USD,42.0,Short Term (<1 Day)
XAU/USD,42.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,90.0,Short Term (<1 Day)
XAU/USD,131.0,Short Term (<1 Day)
XAU/USD,131.0,Short Term (<1 Day)
XAU/USD,131.0,Short Term (<1 Day)
XAU/USD,131.0,Short Term (<1 Day)
XAU/USD,131.0,Short Term (<1 Day)
XAU/USD,17.0,Short Term (<1 Day)
XAU/USD,22.0,Short Term (<1 Day)
XAU/USD,22.0,Short Term (<1 Day)
XAU/USD,22.0,Short Term (<1 Day)
XAU/USD,4.0,Short Term (<1 Day)
XAU/USD,4.0,Short Term (<1 Day)
XAU/USD,4.0,Short Term (<1 Day)
XAU/USD,4.0,Short Term (<1 Day)
XAU/USD,5.0,Short Term (<1 Day)
XAU/USD,5.0,Short Term (<1 Day)
XAU/USD,5.0,Short Term (<1 Day)
XAU/USD,5.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,58.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,10.0,Short Term (<1 Day)
XAU/USD,10.0,Short Term (<1 Day)
XAU/USD,10.0,Short Term (<1 Day)
XAU/USD,10.0,Short Term (<1 Day)
XAU/USD,10.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,13.0,Short Term (<1 Day)
XAU/USD,15.0,Short Term (<1 Day)
XAU/USD,15.0,Short Term (<1 Day)
XAU/USD,15.0,Short Term (<1 Day)
XAU/USD,15.0,Short Term (<1 Day)
XAU/USD,15.0,Short Term (<1 Day)
XAU/USD,534.0,Short Term (<1 Day)
XAU/USD,534.0,Short Term (<1 Day)
XAU/USD,657.0,Short Term (<1 Day)
XAU/USD,674.0,Short Term (<1 Day)
XAU/USD,729.0,Short Term (<1 Day)
XAU/USD,729.0,Short Term (<1 Day)
XAU/USD,731.0,Short Term (<1 Day)
XAU/USD,731.0,Short Term (<1 Day)
XAU/USD,731.0,Short Term (<1 Day)
XAU/USD,737.0,Short Term (<1 Day)
XAU/USD,737.0,Short Term (<1 Day)
XAU/USD,737.0,Short Term (<1 Day)
XAU/USD,737.0,Short Term (<1 Day)
XAU/USD,737.0,Short Term (<1 Day)
XAU/USD,737.0,Short Term (<1 Day)
XAU/USD,738.0,Short Term (<1 Day)
XAU/USD,738.0,Short Term (<1 Day)
XAU/USD,738.0,Short Term (<1 Day)
XAU/USD,738.0,Short Term (<1 Day)
XAU/USD,738.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,740.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,758.0,Short Term (<1 Day)
XAU/USD,763.0,Short Term (<1 Day)
XAU/USD,763.0,Short Term (<1 Day)
XAU/USD,763.0,Short Term (<1 Day)
XAU/USD,763.0,Short Term (<1 Day)
XAU/USD,763.0,Short Term (<1 Day)
XAU/USD,763.0,Short Term (<1 Day)
XAU/USD,763.0,Short Term (<1 Day)
XAU/USD,780.0,Short Term (<1 Day)
XAU/USD,780.0,Short Term (<1 Day)
XAU/USD,780.0,Short Term (<1 Day)
XAU/USD,780.0,Short Term (<1 Day)
XAU/USD,618.0,Short Term (<1 Day)
XAU/USD,618.0,Short Term (<1 Day)
XAU/USD,618.0,Short Term (<1 Day)
XAU/USD,618.0,Short Term (<1 Day)
XAU/USD,618.0,Short Term (<1 Day)
XAU/USD,606.0,Short Term (<1 Day)
XAU/USD,604.0,Short Term (<1 Day)
XAU/USD,604.0,Short Term (<1 Day)
XAU/USD,604.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,620.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,634.0,Short Term (<1 Day)
XAU/USD,635.0,Short Term (<1 Day)
XAU/USD,635.0,Short Term (<1 Day)
XAU/USD,635.0,Short Term (<1 Day)
XAU/USD,635.0,Short Term (<1 Day)
XAU/USD,636.0,Short Term (<1 Day)
XAU/USD,636.0,Short Term (<1 Day)
XAU/USD,636.0,Short Term (<1 Day)
XAU/USD,636.0,Short Term (<1 Day)
XAU/USD,644.0,Short Term (<1 Day)
XAU/USD,644.0,Short Term (<1 Day)
XAU/USD,644.0,Short Term (<1 Day)
XAU/USD,645.0,Short Term (<1 Day)
XAU/USD,645.0,Short Term (<1 Day)
XAU/USD,645.0,Short Term (<1 Day)
XAU/USD,645.0,Short Term (<1 Day)
XAU/USD,646.0,Short Term (<1 Day)
XAU/USD,646.0,Short Term (<1 Day)
XAU/USD,646.0,Short Term (<1 Day)
XAU/USD,646.0,Short Term (<1 Day)
XAU/USD,646.0,Short Term (<1 Day)
XAU/USD,646.0,Short Term (<1 Day)
XAU/USD,646.0,Short Term (<1 Day)
XAU/USD,648.0,Short Term (<1 Day)
XAU/USD,648.0,Short Term (<1 Day)
XAU/USD,648.0,Short Term (<1 Day)
XAU/USD,648.0,Short Term (<1 Day)
XAU/USD,650.0,Short Term (<1 Day)
XAU/USD,650.0,Short Term (<1 Day)
XAU/USD,649.0,Short Term (<1 Day)
XAU/USD,649.0,Short Term (<1 Day)
XAU/USD,649.0,Short Term (<1 Day)
XAU/USD,647.0,Short Term (<1 Day)
XAU/USD,647.0,Short Term (<1 Day)
XAU/USD,649.0,Short Term (<1 Day)
XAU/USD,649.0,Short Term (<1 Day)
XAU/USD,649.0,Short Term (<1 Day)
XAU/USD,649.0,Short Term (<1 Day)
XAU/USD,657.0,Short Term (<1 Day)
XAU/USD,657.0,Short Term (<1 Day)
XAU/USD,657.0,Short Term (<1 Day)
XAU/USD,657.0,Short Term (<1 Day)
XAU/USD,659.0,Short Term (<1 Day)
XAU/USD,666.0,Short Term (<1 Day)
XAU/USD,666.0,Short Term (<1 Day)
XAU/USD,670.0,Short Term (<1 Day)
XAU/USD,680.0,Short Term (<1 Day)
XAU/USD,680.0,Short Term (<1 Day)
XAU/USD,685.0,Short Term (<1 Day)
XAU/USD,685.0,Short Term (<1 Day)
XAU/USD,697.0,Short Term (<1 Day)
XAU/USD,697.0,Short Term (<1 Day)
XAU/USD,697.0,Short Term (<1 Day)
XAU/USD,697.0,Short Term (<1 Day)
XAU/USD,698.0,Short Term (<1 Day)
XAU/USD,709.0,Short Term (<1 Day)
XAU/USD,709.0,Short Term (<1 Day)
XAU/USD,722.0,Short Term (<1 Day)
XAU/USD,722.0,Short Term (<1 Day)
XAU/USD,739.0,Short Term (<1 Day)
XAU/USD,739.0,Short Term (<1 Day)
XAU/USD,739.0,Short Term (<1 Day)
XAU/USD,739.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,741.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,742.0,Short Term (<1 Day)
XAU/USD,742.0,Short Term (<1 Day)
XAU/USD,742.0,Short Term (<1 Day)
XAU/USD,742.0,Short Term (<1 Day)
XAU/USD,742.0,Short Term (<1 Day)
XAU/USD,742.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,743.0,Short Term (<1 Day)
XAU/USD,686.0,Short Term (<1 Day)
XAU/USD,686.0,Short Term (<1 Day)
XAU/USD,686.0,Short Term (<1 Day)
XAU/USD,686.0,Short Term (<1 Day)
XAU/USD,686.0,Short Term (<1 Day)
XAU/USD,685.0,Short Term (<1 Day)
XAU/USD,685.0,Short Term (<1 Day)
XAU/USD,685.0,Short Term (<1 Day)
XAU/USD,685.0,Short Term (<1 Day)
XAU/USD,685.0,Short Term (<1 Day)
XAU/USD,685.0,Short Term (<1 Day)
XAU/USD,685.0,Short Term (<1 Day)
XAU/USD,375.0,Short Term (<1 Day)
XAU/USD,360.0,Short Term (<1 Day)
XAU/USD,360.0,Short Term (<1 Day)
XAU/USD,330.0,Short Term (<1 Day)
XAU/USD,330.0,Short Term (<1 Day)
XAU/USD,315.0,Short Term (<1 Day)
XAU/USD,300.0,Short Term (<1 Day)
XAU/USD,300.0,Short Term (<1 Day)
XAU/USD,300.0,Short Term (<1 Day)
XAU/USD,300.0,Short Term (<1 Day)
XAU/USD,300.0,Short Term (<1 Day)
XAU/USD,300.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,302.0,Short Term (<1 Day)
XAU/USD,294.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,293.0,Short Term (<1 Day)
XAU/USD,294.0,Short Term (<1 Day)
XAU/USD,294.0,Short Term (<1 Day)
XAU/USD,294.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,258.0,Short Term (<1 Day)
XAU/USD,258.0,Short Term (<1 Day)
XAU/USD,258.0,Short Term (<1 Day)
XAU/USD,258.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,259.0,Short Term (<1 Day)
XAU/USD,260.0,Short Term (<1 Day)
XAU/USD,260.0,Short Term (<1 Day)
XAU/USD,262.0,Short Term (<1 Day)
XAU/USD,262.0,Short Term (<1 Day)
XAU/USD,266.0,Short Term (<1 Day)
XAU/USD,266.0,Short Term (<1 Day)
XAU/USD,266.0,Short Term (<1 Day)
XAU/USD,266.0,Short Term (<1 Day)
XAU/USD,266.0,Short Term (<1 Day)
XAU/USD,266.0,Short Term (<1 Day)
XAU/USD,266.0,Short Term (<1 Day)
XAU/USD,267.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
XAU/USD,273.0,Short Term (<1 Day)
